,name,price,reserve_met,end_date,Distillery,Age,Vintage,Region,Bottler,Cask Type,Bottled Strength,Bottle Size,Distillery Status,details
5093264,Yamazaki Limited Edition 2016 ,495,,2023-10-04,Yamazaki,,,Japan,Official,,43%,70cl,Operational,"Yamazaki Limited Edition2016Suntory’s flagship distillery, Yamazaki was founded by Shinjiro Torii in 1923. The town of Yamazaki was chosen to be the site of Japan’s first commercial distillery due to its very ‘Scottish’ climate, and with it being an area where three rivers converge. In its early days, Yamazaki produced both malt and grain for Suntory's blends, but the opening of the Chita distillery in 1972 allowed the company to focus on its single malt brand. It is now one of the world's most desirable. The first spirit ran from the stills in 1924, on 11th November at 11:11am.The limited edition has been put together using 20 year old sherry-maturedwhisky and some ""young talents"" which have a distinct bourbon character."
5093356,Bruichladdich 1989 Black Art 19 Year Old 1st Edition,905,,2023-10-04,Bruichladdich,19 Year Old,1989,Islay,Official,See Lot Description,51.1%,70cl,Operational,"Bruichladdich 1989 Black Art 19 Year Old 1st EditionLike its island neighbour Bunnahabhain distillery, Bruichladdich has traditionally been an un-peated single malt, mostly owing to its requirements by the blenders who owned it. The last of these was Whyte & Mackay, who eventually shut it down in 1995, deeming it surplus to requirements. They sold the distillery to Murray McDavid in 2001, who launched the peated Port Charlotte and heavily-peated Octomore single malts in 2006 and 2008. A recommissioned Lomond still also now produces the popular Botanist gin there.Bottled in 2009, this is the first release of the Black Art, a unique secret marriage of casks or finishes. Jim McEwan is not letting his secrets slip!One of 6000 bottles."
5041610,Yamazaki 18 Year Old Miniature / US Import,655,0.0,2023-10-04,Yamazaki,18 Year Old,,Japan,Official,,43%,5cl,Operational,"Yamazaki 18 Year Old Miniature / US ImportSuntory’s flagship distillery, Yamazaki was founded by Shinjiro Torii in 1923. The town of Yamazaki was chosen to be the site of Japan’s first commercial distillery due to its very ‘Scottish’ climate, and with it being an area where three rivers converge. In its early days, Yamazaki produced both malt and grain for Suntory's blends, but the opening of the Chita distillery in 1972 allowed the company to focus on its single malt brand. It is now one of the world's most desirable. The first spirit ran from the stills in 1924, on 11th November at 11:11am.The 18 year old was introduced to the core range in 1992. It is a vatting of 80% sherry butt matured whiskies, with the remainder from Japanese Mizunara and American oak."
5093494,Glen Keith 1993 Whisky Sponge 27 Year Old Secret Edition,350,,2023-10-04,Glen Keith,27 Year Old,1993,Speyside,Copper Monument,N/A,54.6%,70cl,Operational,"Glen Keith 1993 Whisky Sponge 27 Year Old Secret EditionGlen Keith was built by Canadian drinks giant, Seagram, in the late 1950s to supply malt for their Chivas, 100 Pipers and Passport blends. The distillery was an experimental facility, with a range of different stila, trialling different mash and yeast types, and methods of peat smoking. One of the peated variants it produced was the rare Glenisla. Seagram collapsed in the early 2000s, and Glen Keith was perhaps an early indication of its ill-fate, closing in 1999. It was re-opened in 2013 by Chivas Brothers, who continue its experimental traditions by housing their lab there. Despite its importance to Seagram blends, Glen Keith was always deemed worthy of bottling as a single malt, both by the distillery and by independent companies.Distilled in 1993 and bottled in 2020, this was a special ""secret edition"" in the Copper Monument collaboration with the Whisky Sponge blog.One of just 63 bottles."
5093504,Blend on the Run 29 Year Old Whisky Sponge Edition No.18,203,,2023-10-04,N/A,29 Year Old,N/A,Scotland,Decadent Drinks,1st fill sherry,45.6%,70cl,,"Blend on the Run 29 Year Old Whisky Sponge Edition No.18This is Edition No.18from the Decadent Drinks collaboration with the Whisky Sponge blog. This particular Christmasrelease features aPaul McCartney and Wings theme.A blended malt, it was vatted from numerous cask samples at Signatory Vintage over the years and has a minimum age of29 years. It was married in a first-fill ex-Sherry cask before being bottled in 2020.One of 314 bottles."
5093509,Clynelish 2008 Whisky Sponge 11 Year Old Edition No.3,160,,2023-10-04,Clynelish,11 Year Old,2008,Highland,Copper Monument,1st fill bourbon,53%,70cl,Operational,"Clynelish 2008 Whisky Sponge 11 Year Old Edition No.3Distilled in 2008and bottled in 2019, this is a collaboration between independent bottler, Copper Monument (now known as Decadent Drinks), and the Whisky Sponge blog. This is the partnership's third bottling, a first fill ex-bourbon barrel.One of 254 bottles.Clynelish distillery as it is recognised today, was built in 1967 to replace the smaller distillery next-door, which was the original site of that name. The first distillery was closed, but later re-opened, changing its name to Brora (but that’s another story). Clynelish is part of the Diageo stable, having been taken over by DCL in 1925. Despite being an important part of the Johnnie Walker blends, it has long been bottled as a single malt."
5093529,Caperdonich 1995 Whisky Sponge 25 Year Old Edition No.23,480,,2023-10-04,Caperdonich,25 Year Old,1995,Speyside,The Whisky Sponge / Decadent Drinks,sherry hogshead,52%,70cl,Closed,"Caperdonich 1995 Whisky Sponge 25 Year Old Edition No.23The twenty second collaborative bottling from Decadent Drinks and the Whisky SpongeCaperdonich distillery was built next-door to Glen Grant in 1892, and for much of its history was known simply as Glen Grant 2. Expansion via additional distillery has been a method used by several producers over the years, but Glen Grant was the first. Glen Grant 2 was only open for 4 years after being built, and remained closed until 1965 when demand in Italy for Glen Grant single malt meant the second distillery was once again required to meet the needs of the blenders. Now legally required to have a different name, the site was christened Caperdonich. Glen Grant sold it on to Seagram in 1977, who continued to use it for blending purposes until they were wound up in the early 2000s. Pernod-Ricard acquired many of their assets in the Scotch industry in 2001, including Caperdonich which they shut down the following year. Its single malt was only briefly officially bottled while in operation, with further distillery bottlings only appearing from Pernod-Ricard in recent years. Production in its later years was high however, and many independent bottlings of this hidden Speyside gem have been produced.This whisky was distilled in 1995 and laid to rest in a refill ex-Sherry Hogshead before being bottled in 2021.One of 124 bottles."
5093667,Kornog 2005 Whisky Sponge 15 Year Old Edition No.15 / WhiskyFun 18th Anniversary,350,,2023-10-04,Glann ar Mor,15 Year Old,2005,"Brittany, France",Decadent Drinks,1st Fill Ex-Bourbon,50.4%,70cl,Operational,"Kornog 2005 Whisky Sponge 15 Year Old Edition No.15 / WhiskyFun 18th AnniversaryEdition No.15from Decadent Drinks and the Whisky Sponge blog.Glann ar Mor distillery was launched by Jean Donnay of The Celtic Whisky Compagnie in 1999 and is located on the coast in the Brittany region of France. The distillery began production in 2005 and is equipped with two open-flame fired onion shaped stills. Fermentationis purposely slow, and all maturation takes place onsite to take advantage of the maritime coastal climate. The distillery produces a range of different spirits, but the two main single malt releases are Glann ar Mor (unpeated) and Kornog (peated). Maximum production capacity is 50,000 bottles per year, but the average output tends to be around 10,000. In June 2020 after a very successful two decades, JeanDonnay made the decision to sell the distillery to Maison Villevert, who are perhaps best-known Cîroc vodka.This whisky was distilled in 2005 and laid to rest in a first-fill ex-Bourbon barrel before being bottled in 2020. The cask belonged toSerge Valentin who is the creator of WhiskyFun.com and was bottled to celebrate the 18 year, 4 monthand 7 day anniversary of the website.A very generous£30 of the original sale of each of these bottles was donated to Parkinson's UKin memory of the legendary whisky writer, Michael Jackson.One of 149 bottles."
5099798,Springbank 1994 Whisky Sponge 27 Year Old Edition No.60a,745,,2023-10-04,Springbank,27 Year Old,1994,Campbeltown,Decadent Drinks,Refill ex-Sherry Hogshead,47.0%,70cl,Operational,"Springbank 1994 Whisky Sponge 27 Year Old Edition No.60aEdition No.60afrom Decadent Drinksoften light-hearted and humours Whisky Sponge series.Springbank distillery has been owned and operated by the Mitchell family in Campbeltown since 1837, and it one of Scotland's most revered distilleries. Following a brief mothballing between 1979 and 1987, upon the reopening the decision was taken to cease all sales to the blending industry and focus on its single malt sales. Today it is one of the only distilleries to malt, distil, bottle and mature whisky on the same site, and produces three distinct and highly prized single malts.This whisky was distilled in 1994 and aged in a single refill ex-Sherry hogshead for 27 years. It was bottled in 2022 and made available via ballot only.One of 251 bottles."
5099838,Springbank 1995 Whisky Sponge 26 Year Old Edition No.60b,701,,2023-10-04,Springbank,26 Year Old,1995,Campbeltown,Decadent Drinks,Refill Hogshead,51.1%,70cl,Operational,"Springbank 1995 Whisky Sponge 26 Year Old Edition No.60bEdition No.60bfrom Decadent Drinksoften light-hearted and humours Whisky Sponge series.Springbank distillery has been owned and operated by the Mitchell family in Campbeltown since 1837, and it one of Scotland's most revered distilleries. Following a brief mothballing between 1979 and 1987, upon the reopening the decision was taken to cease all sales to the blending industry and focus on its single malt sales. Today it is one of the only distilleries to malt, distil, bottle and mature whisky on the same site, and produces three distinct and highly prized single malts.This whisky was distilled in 1995and aged in a single plain oak refill hogshead for 26years. It was bottled in 2022 and made available via ballot only.One of 249 bottles."
5098871,Cadenhead's Shop Collection 2021 9 x 70cl,490,,2023-10-04,See Lot Description,See Lot Description,See Lot Description,See Lot Description,Wm. Cadenhead,N/A,See Lot Description,9 x 70cl,Operational,"Cadenhead's Shop Collection 2021 9 x 70clA collectionof 9 bottles from the annual series of Cadenhead's Shop bottlings, each of which bear the image of one of the company's store locations around the world.Fettercairn 2007Cadenhead's 14Year Old / Baden Shop55.3%Aultmore 2010 Cadenhead's 11Year Old / Edinburgh Shop64.1%Bimber 2017Cadenhead's4Year Old / London Shop58.7%Kilkerran 2015Cadenhead's 5Year Old / Campbeltown Shop57.3%Glengarioch 2011 Cadenhead's10Year Old / Odense Shop55.1%Charpentier Petite Champagne Cognac Cadenhead's45Year Old / Berlin Shop61.3%Cambus 1991Cadenhead's 30 Year Old / Vienna Shop53.3%Irish Spirit Drink2006 Cadenhead's15Year Old / Milan Shop45.4%Glenburgie 2011Cadenhead's10Year Old / Cologne Shop56.6%Wm. Cadenhead is Scotland’s oldest independent bottler, founded in 1842 by George Duncan. His brother William Cadenhead joined the company in 1952, taking over after George’s death in 1958. The company got into the whisky bottling business after 1904, when his nephew Robert Duthie took over, and since its sale to J&A Mitchell in 1972, Wm. Cadenhead has become on of the most sought after names in whisky. Its Authentic Collection is the flagship brand, but the portfolio of the company has expanded in recent years with labels like this.Shipping on this lot will be charged for 9 bottles."
5105269,Bruichladdich 2009 Private Bourbon Cask 12 Year Old #3624,60,,2023-10-04,Bruichladdich,12 Year Old,2009,Islay,Official/Private,ex-Bourbon,55%,70cl,Operational,"Bruichladdich 2009 Private Bourbon Cask 12 Year Old #3624Bruichladdich has traditionally been an un-peated single malt, mostly owing to its requirements by the blenders who owned it. The last of these was Whyte & Mackay, who eventually shut it down in 1995, deeming it surplus to requirements. They sold the distillery to Murray McDavid in 2001, who launched the peated Port Charlotte and heavily-peated Octomore single malts in 2006 and 2008.This unpeated whisky was distilled in October 2009 and agedin single fresh-fill ex-Bourbon cask#3624for 12years before being bottled privately. This particular bottle is being sold via the owner of cask #3624."
5106342,Ben Nevis 1996 Private Cask 15 Year Old / Doug Humphries,192,,2023-10-04,Ben Nevis,15 Year Old,1996,Highland,Official,Sherry Cask,46%,70cl,Operational,"Ben Nevis 1996 Private Cask 15 Year Old / Doug HumphriesBen Nevis distillery was built by ""Long"" John MacDonald in 1825, and was so popular by the end of the 19th century that at one point the estate employed over 200 people. After a series of closures and re-openings at the beginning of the 20th, it was eventually bought by former Canadian bootlegger, Joseph Hobbs. He installed a coffey still there in 1955, making Ben Nevis Scotland's first dual-operation distillery, and began to blend its malt and grain before filling it to cask. Sporadic closures again followed Hobb's death, with stability finally ensured in 1989 when it was bought by long-term customers, Nikka Whisky of Japan. Its turbulent history means there were few distillery bottlings until the launch of the 10 year old single malt in 1996.A 1996 vintage distillery bottling of Ben Nevis, bottled in November 2011 from private cask owned by Doug Humphries.This 15 year old single malt was matured in cask #96/750."
5104412,Karuizawa 1981 Single Cask 35 Year Old #8223 / Splendid Age,12000,1.0,2023-10-04,Karuizawa,35 Year Old,1981,Japan,Official,ex=Bourbon,59.9%,70cl,Closed,"Karuizawa 1981 Single Cask 35 Year Old #8223 / Splendid AgeKaruizawa distillery was established in 1955 in the town of Miyota on the southern slopes of Mount Asama. It began production the following year, producing single malt for the Ocean blends from Daikoku Budoshu. Initially it was difficult for the distillery to obtain malt, but a lift on import restrictions in 1958 meant the distillery was able to experiment with the production of a Speyside-esque product, importing the same golden promise barely used at Macallan, and sherry casks. The subsequent quality of output saw it appearing in Japan as a single malt for the first time in the 1980s. Sadly, the Japanese whisky market was not strong at the time, and Karuizawa was closed in 2001 by owners, Mercian, and eventually dismantled. Its legacy is lives on however, with its still relocated to other distilleries in Japan, but predominantly in the hugely sought-after single cask releases that began to appear in 2007, from independent bottler, Number One Drinks. It is now one of the most prestige single malts on the planet, the reverence for which only grows as the remaining stock continues to thin.This beautifully presented whisky was distilled in 1981 and laid to rest in single ex-Bourbon cask #8223for 35 years before being bottled in 2017.One of 257bottles."
5104997,Mortlach 1997 Chieftain's 20 Year Old 4 x 70cl / Battle of Kawanakajima,2100,1.0,2023-10-04,Mortlach,20 Year Old,1997,Speyside,Ian Macleod Distillers,1st Fill Oloroso Sherry,57.3-58.1%,4 x 70cl,Operational,"Mortlach 1997 Chieftain's 20 Year Old 4 x 70cl / Battle of KawanakajimaIan Macleod & Co was founded in 1933, and was acquired by Peter J Russell thirty years later, running alongside William Maxwell & Co as subsidiaries for many years, producing a range of blends and independent single malt bottlings. This is their flagship Chieftain’s label. Peter J Russell rebranded as Ian Macleod Distillers in 2003, at the same time as achieving their long-held ambition of becoming distillery owners, acquiring Glengoyne, and later, Tamdhu and Rosebank.This is a four-bottle series of rare 1997 vintage single cask Mortlach, bottled by Ian MacLeodat 20 years old for the Taiwanese market. The casks were selected by Hong Fu.Mortlach was founded in 1823 and was the first of Dufftown's ""Seven Stills"" to be licensed. It rose to pre-eminence under George Cowie & Son, who's unique distillation regime produced a famously ""meaty"" whisky, which was highly prized by blenders. It was for this reason that it was acquired by John Walker & Sons, and so important to them was it that little stock was left available for bottling as a single malt. The Flora & Fauna release was the first official distillery bottling, but it was not until 2014 that Mortlach was bottled under its own fully fledged single malt brand. Thankfully, there have been many spectacular releases from independent labels like this over the years.First fill single Oloroso sherry butt #5248 contained spirit distilled in April 1997 and was bottled in November 2017, yielding 604 bottles.First fill single Oloroso sherry butt #5247contained spirit distilled in April 1997 and was bottled in November 2017, yielding 624 bottles.First fill single Oloroso sherry butt #5250contained spirit distilled in April 1997 and was bottled in November 2017, yielding 644bottles.First fill single Oloroso sherry butt #5249 contained spirit distilled in April 1997 and was bottled in November 2017, yielding 616bottles.Please note that the bottlings from cask #5250 and #5249 do not include the original Battle of Kawanakajima wooden presentation box."
5106487,Bruichladdich 12 Year Old Private Rivesaltes Cask #3640 / Archmarie,130,,2023-10-04,Bruichladdich,12 Year Old,,Islay,Official/Private,Rivesaltes Hogshead,60.5%,70cl,Operational,"Bruichladdich 12 Year Old Private Rivesaltes Cask #3640 / ArchmarieLike its island neighbour Bunnahabhain distillery, Bruichladdich has traditionally been an un-peated single malt, mostly owing to its requirements by the blenders who owned it. The last of these was Whyte & Mackay, who eventually shut it down in 1995, deeming it surplus to requirements. They sold the distillery to Murray McDavid in 2001, who launched the peated Port Charlotte and heavily-peated Octomore single malts in 2006 and 2008. A recommissioned Lomond still also now produces the popular Botanist gin there.This whisky has been aged in single Rivesaltes hogshead #3640 for 12 years."
5107380,Cadenhead's Virtual Warehouse Tasting 2021 Samples x 6,31,,2023-10-04,n/a,see lot description,n/a,n/a,Official,N/A,see lot description,6 x 3cl,Operational,"Cadenhead's Virtual Warehouse Tasting 2021 Samples x 6A selection of 3cl samples from the Cadenhead's range.Wm. Cadenhead is Scotland’s oldest independent bottler, founded in 1842 by George Duncan. His brother William Cadenhead joined the company in 1952, taking over after George’s death in 1958. The company got into the whisky bottling business after 1904, when his nephew Robert Duthie took over, and since its sale to J&A Mitchell in 1972, Wm. Cadenhead has become on of the most sought after names in whisky.These samples were produced for a virtual tasting which was held on the 13th of May 2021This lot includes the following expressions...Irish 10 Year Old 48.8%Inchmurrin 24 Year Old 48.7%Cadenhead's Anomaly Blend 49.4%Tomatin 10 Year Old 53.7%High Coast 7 Year Old 61.8%Caol Ila 15 Year Old 54.6%"
6166428,Ardbeg 1991 Signatory Vintage 8 Year Old,129,,2023-10-04,Ardbeg,8 Year Old,1991,Islay,Signatory Vintage,,43%,70cl,Operational,"Ardbeg 1991 Signatory Vintage 8 Year OldSignatory Vintage were established in 1988 by Andrew Symington and are one of Scotland's most prolific independent bottlers. Their offices and bottling facility are located next to Edradour distillery, which they have also owned since 2002.This is a single vintageArdbeg, distilled on the 28thFebruary 1991 and bottledin1999.You would not think it to see it now, but Ardbeg had a difficult time of it for much of the 20th century. The distillery was bought in a joint venture between Hiram Walker and DCL in 1959, both intending to supply their blends. The subsequent years were very successful, but DCL backed out in 1979 (closing many of their other distilleries a few years later), and Hiram Walker then struggled in the 1980s era oversupply when interest inblended Scotch was waning. They closed it down for the majority of the decade. It re-opened briefly in the 1990s before being revived for good by Glenmorangie plc in 1997. The lack of demand in the period prior to this, thankfully, saw a lot of casks sold to independent bottlers, many of which have gone on to become legendary releases. One of 2,360 bottles."
6166429,Ardbeg 1991 Signatory Vintage 8 Year Old,158,,2023-10-04,Ardbeg,8 Year Old,1991,Islay,Signatory Vintage,,43%,70cl,Operational,"Ardbeg 1991 Signatory Vintage 8 Year OldSignatory Vintage were established in 1988 by Andrew Symington and are one of Scotland's most prolific independent bottlers. Their offices and bottling facility are located next to Edradour distillery, which they have also owned since 2002.This is a single vintageArdbeg, distilled on the 28thFebruary 1991 and bottledin1999.You would not think it to see it now, but Ardbeg had a difficult time of it for much of the 20th century. The distillery was bought in a joint venture between Hiram Walker and DCL in 1959, both intending to supply their blends. The subsequent years were very successful, but DCL backed out in 1979 (closing many of their other distilleries a few years later), and Hiram Walker then struggled in the 1980s era oversupply when interest inblended Scotch was waning. They closed it down for the majority of the decade. It re-opened briefly in the 1990s before being revived for good by Glenmorangie plc in 1997. The lack of demand in the period prior to this, thankfully, saw a lot of casks sold to independent bottlers, many of which have gone on to become legendary releases. One of 1,945 bottles."
6166430,Ardbeg 1991 Signatory Vintage 8 Year Old,150,,2023-10-04,Ardbeg,8 Year Old,1991,Islay,Signatory Vintage,,43%,70cl,Operational,"Ardbeg 1991 Signatory Vintage 8 Year OldSignatory Vintage were established in 1988 by Andrew Symington and are one of Scotland's most prolific independent bottlers. Their offices and bottling facility are located next to Edradour distillery, which they have also owned since 2002.This is a single vintageArdbeg, distilled on the 28thFebruary 1991 and bottledin1999.You would not think it to see it now, but Ardbeg had a difficult time of it for much of the 20th century. The distillery was bought in a joint venture between Hiram Walker and DCL in 1959, both intending to supply their blends. The subsequent years were very successful, but DCL backed out in 1979 (closing many of their other distilleries a few years later), and Hiram Walker then struggled in the 1980s era oversupply when interest inblended Scotch was waning. They closed it down for the majority of the decade. It re-opened briefly in the 1990s before being revived for good by Glenmorangie plc in 1997. The lack of demand in the period prior to this, thankfully, saw a lot of casks sold to independent bottlers, many of which have gone on to become legendary releases. One of 1,730 bottles."
6166755,Chichibu 2010 Single PX Cask #2628 / Fifty Two Seats of Happiness,1540,,2023-10-04,Chichubu,N/A,2010,"Saitama, Japan",Official,PX Hogshead,59.4%,70cl,Operational,"Chichibu 2010 Single PX Cask #2628 / Fifty Two Seats of HappinessChichibu distillery in Saitama, Japan was opened in 2008, and was the country’s first new distillery since Suntory opened Hakushu back in 1973. Chichibu was the brainchild of Ichiro Akuto, grandson of the founder of the legendary Hanyu distillery. The Ichiro’s Malt brand appeared in 2005 and rose to fame through the bottling of the last casks from Hanyu, particularly the sought after ‘Card’ series. The first Chichibu releases appeared under it in 2011.An exclusive single cask bottling for the sightseeing train ""Fifty Two Seats of Happiness"".Distilled in 2010 and matured in PX Hogshead #2628 and bottled at 59.4%.One of only 318 bottles"
6166757,Chichibu 2010 Single Mizunara Cask #1000 / Number One Drinks,2100,,2023-10-04,Chichibu,n/a,2010,Japan,Official,Mizunara Hogshead,62.2%,70cl,Operational,"Chichibu 2010 Single Mizunara Cask #1000 / Number One DrinksChichibu distillery in Saitama, Japan was opened in 2008, and was the country’s first new distillery since Suntory opened Hakushu back in 1973. Chichibu was the brainchild of Ichiro Akuto, grandson of the founder of the legendary Hanyu distillery. The Ichiro’s Malt brand appeared in 2005 and rose to fame through the bottling of the last casks from Hanyu, particularly the sought after ‘Card’ series. The first Chichibu releases appeared under it in 2011.Distilled in 2010 and bottled in 2018, this has been matured insingle MizunaraHoghsead#1000. Mizunara is a rare Japanese variety of oak. Extremelyporous, the resultant high angel share makes it's use very expensive but it contributes a unique and highly prized flavour profile.Exclusively bottled for Number One Drinks."
6155539,Karuizawa 1971 Single Cask #6878,12000,1.0,2023-10-04,Karuizawa,,1971,Japan,Official,,64.1%,70cl,Closed,"Karuizawa 1971 Single Cask #6878Karuizawa distillery was established in 1955 in the town of Miyota on the southern slopes of Mount Asama. It began production the following year, producing single malt for the Ocean blends from Daikoku Budoshu. Initially it was difficult for the distillery to obtain malt, but a lift on import restrictions in 1958 meant the distillery was able to experiment with the production of a Speyside-esque product, importing the same golden promise barely used at Macallan, and sherry casks. The subsequent quality of output saw it appearing in Japan as a single malt for the first time in the 1980s. Sadly, the Japanese whisky market was not strong at the time, and Karuizawa was closed in 2001 by owners, Mercian, and eventually dismantled. Its legacy is lives on however, with its still relocated to other distilleries in Japan, but predominantly in the hugely sought-after single cask releases that began to appear in 2007, from independent bottler, Number One Drinks. It is now one of the most prestige single malts on the planet, the reverence for which only grows as the remaining stock continues to thin.This limited release was distilled in 1971 and bottled 15th January 2008 from single cask #6878."
6155584,Hakushu 18 Year Old SMWS 120.4,1750,0.0,2023-10-04,Hakushu,18 Year Old,N/A,Japan,SMWS,First-fill Ex Bourbon,59.3%,70cl,Operational,"Hakushu 18 Year Old SMWS 120.4'A thousand flowers from a forest of tall trees'The Scotch Malt Whisky Society (SMWS) was founded in 1983 by a group of friends lead by tax accountant Phillip ‘Pip’ Hills as a private members club. The concept behind the society was to source casks from all over Scotland which would then be bottled and made available exclusively to its members. Perhaps the most famous feature of these bottles are the unique codes. Each distillery is represented by a different number and the following digits indicate that particular release. That same year, the SMWS set up its first location in Leith’s Vault buildings in Edinburgh where it still stands today.This whisky has been aged for 18 years in a first-fill ex-Spanish butt.Hakushu was the third distillery built by Suntory, established in 1973 to shoulder some of the malt production burden for Yamazaki. The latter’s grain production had moved entirely to the new Chita distillery the year prior as well. Hakushu was built at the foot of the Southern Japan Alps, a location deliberately chosen by Suntory to provide a contrast to the style of spirit produced at Yamazaki. Interestingly, a second distillery was built in 1981 (referred to as Hakushu East) which has stills of varying shapes and sizes which are able to produce a wide range of distillate character. This is in contrast to the now-dormant old site (referred to as Hakushu West) which had 24 large stills identical in shape and size, but only capable of producing one particular style of distillate. The first Hakushu single malt was bottled in 1994.One of 520 bottles."
6151266,Octomore 1.1 Inaugural Release,700,1.0,2023-10-04,Bruichladdich,5 Year Old,2002,Islay,Official,,63.5%,70cl,Operational,"Octomore 1.1 Inaugural ReleaseOctomore is the super-heavily peated single malt produced by Bruichladdich distillery, the most routinely heavily peated in the world. The whisky is named after the farm of the same name, located on a hillside north of the town of Port Charlotte. Having been traditionally an un-peated single malt due to the needs of its former owners for their blends, Murray McDavid were quick to diversify the Bruichladdich portfolio, also introducing the more lightly peated Port Charlotte and Lochindaal.This was the first release of theOctomore, and at131ppm this was the most heavily peated spirit in the world at the time.Matured for 5 years from October 2002 until April 2008, only 6,000 bottles released."
5107772,Karuizawa 1991 Single Cask 21 Year Old #9106 / Memories of Karuizawa,2200,0.0,2023-10-04,Karuizawa,21 Years Old,1991,Japan,Official,Sherry Cask,63.7%,70cl,Closed,"Karuizawa 1991 Single Cask 21 Year Old #9106 / Memories of Karuizawa​We are very excited to offer this bottle within our exclusive Karuizawa auction which runs from Wednesday 5th April to Monday 17th April.Karuizawa produced outstanding whiskies, many of which have received international acclaim. They have released almost 300 single casks which are becoming increasingly rarer and rarer as demand soars.This limited bottling was distilled in 1991 and bottled in after 21 years of maturation.Produced from single sherry cask #9106, which yielded an unspecified number of bottles.Bottled at cask strength."
5099713,Macallan 1984 18 Year Old,1600,1.0,2023-10-04,Macallan,18 Year Old,1984,Speyside,Official,Sherry Wood,43%,70cl,Operational,"Macallan 1984 18 Year OldIt may be hard to imagine today, but for much of the 20th century, Macallan was primarily a constituent malt in blends. It was not until the 1980s downturn in the market that the distillery decided to focus on its single malt brand. Fortuitously, this coincided with the crest of a wave of enthusiasm for the high quality releases that the distillery had licensed to Campbell, Hope & King and Gordon & MacPhail in the 1960s and 1970s. These remain some of the most collectible on the market. While global single malt sales volume is still lead by Speyside neighbours, Glenfiddich and Glenlivet, Macallan is easily the most sought after. So much so in fact, that they had to open a brand new distillery in 2018, a subterranean architectural masterpiece within the Easter Elchies estate, boasting 36 copper pot stills.Macallan vintage releases produced by Campbell, Hope & King tended to be aged around the 15 year old mark, but when Macallan took over the responsibility in 1980, they toyed for a few releases with more advanced age-statements of 17 and 18 years old. The latter was deemed the optimum maturation, and the official 18 year old was launched in 1984. It is now an absolute classic of the whisky world.Distilled in 1984, this was was bottled in 2002. The 1983vintage was one of 6releases presented in tube packaging, all featuring the famous Sara Middawatercolours of Easter Elchieshouse."
5099716,Glenfarclas 1959 Historic Reserve No.2 / The Christmas Malt,1650,1.0,2023-10-04,Glenfarclas,42 year old,1959,Speyside,Official,4 x sherry hogsheads,46%,70cl,Operational,"Glenfarclas 1959 Historic Reserve No.2/ The Christmas MaltGlenfarclas is considered by many to be one of the finest distilleries in Speyside. Its direct-fired stills produce a heavy single malt that is almost exclusively matured in Jerez sherry casks. The distillery focuses on single malt over blends, and a cool microclimate around the distillery that means that their casks are particularly stingy to the ""angels,"" resulting in an incredible depth of stock. Glenfarclas also feel they share some credit for the modern day love of cask strength whisky, introducing their acclaimed 105 proof expressions back in 1968.This single malt was distilled on the 25th of December 1959, which was the last time the distillery was operational on Christmas Day. The first in The Historic Reserve series, this was bottled from sherry hogsheads #3232-3235 on24th June 2002. This is oneof only 240 bottles.NOTE: The branded glass that would have been included in the gift pack is missing and therefore not included in this lot."
5093987,Macallan Amber Liqueur 75cl / US Import,600,1.0,2023-10-04,Macallan,N/A,N/A,Speyside,Official,N/A,25%,75cl,Operational,"Macallan Amber Liqueur 75cl / US ImportIt may be hard to imagine today, but for much of the 20th century, Macallan was primarily a constituent malt in blends. It was not until the 1980s downturn in the market that the distillery decided to focus on its single malt brand. Fortuitously, this coincided with the crest of a wave of enthusiasm for the high quality releases that the distillery had licensed to Campbell, Hope & King and Gordon & MacPhail in the 1960s and 1970s. These remain some of the most collectible on the market. While global single malt sales volume is still lead by Speyside neighbours, Glenfiddich and Glenlivet, Macallan is easily the most sought after. So much so in fact, that they had to open a brand new distillery in 2018, a subterranean architectural masterpiece within the Easter Elchies estate, boasting 36 copper pot stills.The highly sought after Macallan Liqueur, created with Pecan and Maple Syrup.Please note the paper seals on the Macallan Amber Liqueur are very fragile and can often break in transit."
6176208,Ardbeg Hypernova Committee Release,145,,2023-10-04,Ardbeg,,,Islay,Official,,51%,70cl,Operational,"Ardbeg HypernovaCommittee ReleaseYou would not think it to see it now, but Ardbeg had a difficult time of it for much of the 20th century. The distillery was bought in a joint venture between Hiram Walker and DCL in 1959, both intending to supply their blends. The subsequent years were very successful, but DCL backed out in 1979 (closing many of their other distilleries a few years later), and Hiram Walker then struggled in the 1980s era oversupply when interest is blended Scotch was waning. They closed it down for the majority of the decade. It re-opened briefly in the 1990s before being revived for good by Glenmorangie plc in 1997.Released in 2022 this heavily peated Ardbeg Hypernova isdistilled from peated malt barley with a phenol level of 170ppm.Officially launched in January 2000, the Ardbeg Committee is a fan club that loosely tasked with safeguarding the distillery from a return to its darker days of the previous century. Open to anyone to register, the club has access to exclusive releases like this one, which are never available to the general public. Membership also have access to a private room at the distillery and are asked to adhere to semi-tongue in cheek set of Committee rules, one of which warns of grave consequences for those who mix their Ardbeg with anything other than water."
